Show Number,Air Date,Round,Category,Value,Question,Answer
3036,11/10/1997,Double Jeopardy!,THE REDCOATS ARE COMING!,"$1,000 ","The British ferried 2,200 troops across this river to battle the Americans at Bunker Hill",the Charles River
3036,11/10/1997,Double Jeopardy!,"""HIGH"" SCHOOL","$1,000 ","Acolytes, a subdeacon & a choir take part in this Catholic service",high mass
3036,11/10/1997,Double Jeopardy!,OFF TO A GOOD START,"$1,000 ","In a business project, it's the level investors try to ""get in on""",the ground floor (or the ground level)
3036,11/10/1997,Final Jeopardy!,THE CONSTITUTION,None,"Word completing the line ""Nor shall any person be subject for the same offense to be twice put in"" this",Jeopardy
4107,6/11/2002,Jeopardy!,THRILLER,$200 ,"This author's techno-thriller ""Rainbow Six"" focuses on John Clark, also a hero in ""Clear & Present Danger""",Tom Clancy
4107,6/11/2002,Jeopardy!,BEN,$200 ,Ben Franklin went to London in 1757 to represent this colony's assembly,Pennsylvania
4107,6/11/2002,Jeopardy!,"""BLACK"" OR ""WHITE""",$200 ,Name shared by a Sauk chief famous for his war & a U.S. military helicopter,Black Hawk
4107,6/11/2002,Jeopardy!,REMEMBER THE TIME,$200 ,"In 1958 this country launched its second 5-year plan, called ""The Great Leap Forward""",China
4107,6/11/2002,Jeopardy!,ROCK WITH YOU,$200 ,"This Jackson 5 (& later Mariah Carey) hit begins, ""You & I must make a pact, we must bring salvation back...""","""I'll Be There"""
4107,6/11/2002,Jeopardy!,EAT IT!,$200 ,"This Hormel product was once simply known as ""spiced ham""",Spam
4107,6/11/2002,Jeopardy!,THRILLER,$400 ,"This author made a University of Virginia law professor the protagonist of his 2002 novel ""The Summons""",(John) Grisham
4107,6/11/2002,Jeopardy!,BEN,$400 ,"This publication that Ben first put out in 1732 often sold 10,000 copies a year",Poor Richard's Almanack
4107,6/11/2002,Jeopardy!,"""BLACK"" OR ""WHITE""",$400 ,"This ""Golden Girl"" had her own show in 1958 & 1977 & in 1999 became part of the cast of ""Ladies Man""",Betty White
4107,6/11/2002,Jeopardy!,REMEMBER THE TIME,$400 ,In 960 Mieczyslaw I became the first ruler of this country,Poland
4107,6/11/2002,Jeopardy!,ROCK WITH YOU,$400 ,"Jakob Dylan, the son of Bob Dylan, is the frontman for this group",The Wallflowers
4107,6/11/2002,Jeopardy!,EAT IT!,$400 ,"It's the Spanish-named appetizer of tortilla chips & often beans, beef & onions topped with melted cheese",nachos
4107,6/11/2002,Jeopardy!,THRILLER,$600 ,"You were born to identify this author of ""The Bourne Identity""",(Robert) Ludlum
4107,6/11/2002,Jeopardy!,BEN,$600 ,In 1783 Franklin asked Congress to recall him from this country; he finally made it home in 1785,France
4107,6/11/2002,Jeopardy!,"""BLACK"" OR ""WHITE""",$600 ,"People have asked why the whole airplane isn't made out of the same material as this ""indestructible"" device",the black box
4107,6/11/2002,Jeopardy!,REMEMBER THE TIME,$600 ,"In 1526 he greeted an Inca nobleman on his ship, but conquest would have to wait a few years until funds were raised",Pizarro
4107,6/11/2002,Jeopardy!,ROCK WITH YOU,$600 ,"Eric Clapton charted 3 times with this song: in 1971, 1972 & 1992","""Layla"""
4107,6/11/2002,Jeopardy!,EAT IT!,$600 ,"Paper-thin & often served for dessert, it's the French equivalent of a pancake",crêpes
4107,6/11/2002,Jeopardy!,THRILLER,$800 ,"""The Numa Files"" are paperback spin-offs of this writer's novels featuring Dirk Pitt",Clive Cussler
4107,6/11/2002,Jeopardy!,BEN,$800 ,"Current events of 1751 included the appearance of Ben's scientific work ""Experiments and Observations on"" this","""Electricity"""
4107,6/11/2002,Jeopardy!,"""BLACK"" OR ""WHITE""",$800 ,"John Archibald Wheeler coined this term in the '60s for a collapsed star so dense, no light can escape it",black hole
4107,6/11/2002,Jeopardy!,REMEMBER THE TIME,$800 ,In 1998 U.S. cruise missiles hit this African country in response to bombings of U.S. embassies,Sudan
4107,6/11/2002,Jeopardy!,ROCK WITH YOU,$800 ,"She's the single-named Colombian pop star heard <a href=""http://www.j-archive.com/media/2002-06-11_J_06.mp3"">here</a>",Shakira
4107,6/11/2002,Jeopardy!,EAT IT!,$800 ,"(<a href=""http://www.j-archive.com/media/2002-06-11_J_11.wmv"">Jimmy of the Clue Crew gets ready to eat skewered meat.</a>)  This Asian favorite, sometimes chicken, sometimes beef, is usually served with a spicy peanut sauce",satay
4107,6/11/2002,Jeopardy!,THRILLER,"$1,000 ","""The Attorney"" Paul Madriani appears in several legal thrillers by this lawyer-turned-author",Steve Martini
4107,6/11/2002,Jeopardy!,BEN,"$1,600 ",The Hutchinson Letters scandal got Ben fired as deputy this in 1774,postmaster general
4107,6/11/2002,Jeopardy!,"""BLACK"" OR ""WHITE""","$1,000 ",Famous landmark composed of chalk in the county of Kent in England,the White Cliffs of Dover
4107,6/11/2002,Jeopardy!,REMEMBER THE TIME,"$1,000 ",This 1904-1905 war began in Manchuria & ended with the battle of Tsushima Strait,Russo-Japanese War
4107,6/11/2002,Jeopardy!,ROCK WITH YOU,"$1,000 ","Quit your yellin' & name this 1995 hit duet for Michael & Janet Jackson, their first together","""Scream"""
4107,6/11/2002,Jeopardy!,EAT IT!,"$1,000 ","Traditionally, shepherd's pie contains this meat, ground or diced",lamb
4107,6/11/2002,Double Jeopardy!,SCOTLAND,$400 ,"About 80,000 Scots still speak the Scottish version of this ancient Celtic language",Gaelic
4107,6/11/2002,Double Jeopardy!,BABY BOOMER MEMORIES,$400 ,In 1960 this Democrat spoke first in the first televised U.S. presidential election debate,John F. Kennedy
4107,6/11/2002,Double Jeopardy!,SOMETHING'S FISHY,$400 ,"So as not to confuse it with the mammal, this fish is commonly referred to as mahi-mahi",a dolphinfish
4107,6/11/2002,Double Jeopardy!,"""T""ELEVISION",$400 ,"Running for 5 years, it starred William Shatner as a hard-nosed veteran police officer",T.J. Hooker
4107,6/11/2002,Double Jeopardy!,WORLD RELIGION,$400 ,"In the presence of the Adi Granth, the sacred book of the Sikhs, you cover your head & remove these",your shoes
4107,6/11/2002,Double Jeopardy!,SORTA SOUNDS LIKE OPRAH?,$400 ,"Bizet's ""Carmen"", for example",an opera
4107,6/11/2002,Double Jeopardy!,SCOTLAND,$800 ,"Ben More, Ben Alder & Ben Macdui are not people but tall ones of these in Scotland",mountains
4107,6/11/2002,Double Jeopardy!,BABY BOOMER MEMORIES,$800 ,"Likely containing a sandwich, the first of these depicting a TV character came along in 1950 with Hopalong Cassidy",a lunchbox
4107,6/11/2002,Double Jeopardy!,SOMETHING'S FISHY,$800 ,The black type of this fish with a woman's name is a striking addition to any aquarium,a molly
4107,6/11/2002,Double Jeopardy!,"""T""ELEVISION",$800 ,"Reminiscent of ""Highway to Heaven"", this popular series stars Roma Downey & Della Reese",Touched by an Angel
4107,6/11/2002,Double Jeopardy!,WORLD RELIGION,$800 ,"Sukkot, a Jewish festival, began as a harvest celebration & was a model for this centuries-old American holiday",Thanksgiving
4107,6/11/2002,Double Jeopardy!,SORTA SOUNDS LIKE OPRAH?,$800 ,"Phrase that precedes ""dope"" in Ali's famed boxing strategy","""rope-a"""
4107,6/11/2002,Double Jeopardy!,SCOTLAND,"$1,200 ","Defeated at Dunsinane by Malcolm in 1054, he wasn't dethroned until killed by Malcolm in 1057",Macbeth
4107,6/11/2002,Double Jeopardy!,BABY BOOMER MEMORIES,"$1,200 ","The John Birch Society coined the term comsymp, short for this",Communist sympathizer
4107,6/11/2002,Double Jeopardy!,SOMETHING'S FISHY,"$3,000 ","Less than half an inch long, this tiniest fish is found in the Indian Ocean, not in an Asian desert",a goby
4107,6/11/2002,Double Jeopardy!,"""T""ELEVISION","$1,200 ",This offbeat series on E! provides a daily recap of funny chat show highlights,Talk Soup
4107,6/11/2002,Double Jeopardy!,WORLD RELIGION,"$1,200 ","As they were partial to using hymns, these brothers, Charles & John, were the first rhythm Methodists",the Wesleys
4107,6/11/2002,Double Jeopardy!,SORTA SOUNDS LIKE OPRAH?,"$1,200 ","In an Irish battle cry, these 2 words follow ""Erin""","""Go Bragh"""
4107,6/11/2002,Double Jeopardy!,SCOTLAND,"$1,600 ","The Church of Scotland, the country's national church, is a branch of this Christian denomination",Presbyterian
4107,6/11/2002,Double Jeopardy!,BABY BOOMER MEMORIES,"$1,600 ","In a heartbreaking scene, Travis has to kill his beloved dog in this 1957 film based on a Fred Gipson book",Old Yeller
4107,6/11/2002,Double Jeopardy!,SOMETHING'S FISHY,"$1,600 ","Until one was caught in 1938, it was thought that this fish had been extinct for more than 70 million years",the coelacanth
4107,6/11/2002,Double Jeopardy!,"""T""ELEVISION","$1,600 ","He's the large & goofy title TV superhero seen <a href=""http://www.j-archive.com/media/2002-06-11_DJ_04.wmv"">here</a>   <i>""Probably that one. The balcony...""</i>",The Tick
4107,6/11/2002,Double Jeopardy!,WORLD RELIGION,"$1,600 ","Meaning ""sign of God"", it's the title of a Shi'ite Muslim scholar & leader",Ayatollah
4107,6/11/2002,Double Jeopardy!,SORTA SOUNDS LIKE OPRAH?,"$1,600 ","(<a href=""http://www.j-archive.com/media/2002-06-11_DJ_19.jpg"" target=""_blank"">Jeff Probst reports from the Marquesas.</a>)  One of Nuku Hiva's main exports is this--dried coconut meat",copra
4107,6/11/2002,Double Jeopardy!,SCOTLAND,"$2,000 ","Hundreds of years old, the de facto national flag features this saint's cross",Andrew
4107,6/11/2002,Double Jeopardy!,BABY BOOMER MEMORIES,"$2,000 ",In 1967 this 21-year-old started Rolling Stone magazine,Jann Wenner
4107,6/11/2002,Double Jeopardy!,SOMETHING'S FISHY,"$2,000 ","It springs to mind that there's a Florida city named for this game fish seen <a href=""http://www.j-archive.com/media/2002-06-11_DJ_10.jpg"" target=""_blank"">here</a>",tarpon
4107,6/11/2002,Double Jeopardy!,"""T""ELEVISION","$2,000 ","Co-hosted by John Davidson, it was ABC's response to NBC's ""Real People""",That's Incredible!
4107,6/11/2002,Double Jeopardy!,WORLD RELIGION,"$2,000 ","Made up of 1,028 hymns in 10 books, it's the oldest of the Vedas in Hinduism",Rigveda
4107,6/11/2002,Double Jeopardy!,SORTA SOUNDS LIKE OPRAH?,"$2,000 ","In 2001 this author of ""The Seven Spiritual Laws of Success"" published ""The  Deeper Wound""",(Deepak) Chopra
4107,6/11/2002,Final Jeopardy!,GEOGRAPHIC PHRASES,None,"This common term originated in the early 1500s with the book ""De Rebus Oceanicis et Novo Orbe""",the New World
2735,6/21/1996,Jeopardy!,ACTRESSES' FIRST FILMS,$100 ,"""Body Heat""",Kathleen Turner
2735,6/21/1996,Jeopardy!,LIBRARIES,$100 ,Marsh's Library in this country was founded c. 1702 by the Archbishop of Dublin,Ireland
2735,6/21/1996,Jeopardy!,TELEPHONE HISTORY,$100 ,In 1991 this telephone company launched its Friends & Family promotion,MCI
2735,6/21/1996,Jeopardy!,VERMONTERS,$100 ,This leader of the Green Mountain Boys did not live to see Vermont become a state,Ethan Allen
2735,6/21/1996,Jeopardy!,"""X"", ""Y"", ""Z""",$100 ,"It looks like a sweet potato, but it isn't even a distant relative",a yam
2735,6/21/1996,Jeopardy!,SHAKESPEAREAN LAST SCENES,$100 ,"You could say this comedy ""ends well"" -- Helena finally wins the love of her husband Bertram",All's Well That Ends Well
2735,6/21/1996,Jeopardy!,ACTRESSES' FIRST FILMS,$200 ,"""To Have and Have Not""",(Lauren) Bacall
2735,6/21/1996,Jeopardy!,LIBRARIES,$200 ,"Architect Gordon Bunshaft designed this presidential library in Austin, Texas",the LBJ library
2735,6/21/1996,Jeopardy!,TELEPHONE HISTORY,$200 ,"As of July 1, 1968 you could dial this 3-digit number in New York City & get the police",911
2735,6/21/1996,Jeopardy!,VERMONTERS,$200 ,"This founding prophet of Mormonism was born in Sharon, Vermont in 1805",Joseph Smith
2735,6/21/1996,Jeopardy!,"""X"", ""Y"", ""Z""",$200 ,It's a kind of striped mussel as well as a striped equine,a zebra
2735,6/21/1996,Jeopardy!,SHAKESPEAREAN LAST SCENES,$200 ,"Though this comedy has Verona in its title, it ends in a forest on the frontiers of Mantua",The Two Gentlemen of Verona
2735,6/21/1996,Jeopardy!,ACTRESSES' FIRST FILMS,$300 ,"""The Outlaw""",Jane Russell
2735,6/21/1996,Jeopardy!,LIBRARIES,$300 ,"Sterling Memorial Library in New Haven, Connecticut houses the archives of this university",Yale
2735,6/21/1996,Jeopardy!,TELEPHONE HISTORY,$300 ,"On Oct. 30, 1938 phone traffic peaked in cities all over America as people discussed this broadcast","the ""War of the Worlds"""
2735,6/21/1996,Jeopardy!,VERMONTERS,$300 ,"This plow inventor was a Vermont blacksmith before moving to Grand Detour, Illinois",John Deere
2735,6/21/1996,Jeopardy!,"""X"", ""Y"", ""Z""",$300 ,"Despite its bulk, this wild ox found in Tibet is an excellent swimmer",a yak
2735,6/21/1996,Jeopardy!,SHAKESPEAREAN LAST SCENES,$300 ,"Near the end of ""Henry VIII"", this princess is described as ""a most unspotted lily"", who will die a virgin",Elizabeth I
2735,6/21/1996,Jeopardy!,ACTRESSES' FIRST FILMS,$400 ,"""Oklahoma!""",Shirley Jones
2735,6/21/1996,Jeopardy!,LIBRARIES,"$1,500 ","Salinas, California, has a public library named for this novelist",Steinbeck
2735,6/21/1996,Jeopardy!,TELEPHONE HISTORY,$400 ,In 1980 Dial-It National Sports became the first service on this new area code,1-900
2735,6/21/1996,Jeopardy!,VERMONTERS,$400 ,George Franklin Edmunds wrote most of this antitrust act of 1890,the Sherman (Antitrust Act)
2735,6/21/1996,Jeopardy!,"""X"", ""Y"", ""Z""",$400 ,"Some of these are produced by bremsstrahlung, from the German for ""breaking radiation""",x-rays
2735,6/21/1996,Jeopardy!,SHAKESPEAREAN LAST SCENES,$400 ,"Puck's last speech in this play begins, ""If we shadows have offended, think but this--and all is mended""",A Midsummer Night's Dream
2735,6/21/1996,Jeopardy!,ACTRESSES' FIRST FILMS,$500 ,"""Halloween""",Jamie Lee Curtis
2735,6/21/1996,Jeopardy!,LIBRARIES,$500 ,In 1602 this university's library reopened after restoration work by Sir Thomas Bodley,Oxford University
2735,6/21/1996,Jeopardy!,TELEPHONE HISTORY,$500 ,"In 1880 he invented the photophone, a device that sent messages through the air on beams of light",Alexander Graham Bell
2735,6/21/1996,Jeopardy!,VERMONTERS,$500 ,At age 15 this future New York Tribune editor was apprenticed to a printer in East Poultney,Horace Greeley
2735,6/21/1996,Jeopardy!,"""X"", ""Y"", ""Z""",$500 ,"This Saint Francis was the ""Apostle of the Indies""",Xavier
2735,6/21/1996,Jeopardy!,SHAKESPEAREAN LAST SCENES,$500 ,"In the last scene of this comedy, Petruchio wins a bet that he has the most obedient wife",The Taming of the Shrew
2735,6/21/1996,Double Jeopardy!,MEDICAL MILESTONES,$200 ,"In 1751, with Benjamin Franklin's help, the 1st hospital in the U.S. was founded in this city",Philadelphia
2735,6/21/1996,Double Jeopardy!,POETS & POETRY,$200 ,"Of the 31 pilgrims in this Chaucer work, only 23 tell their stories",The Canterbury Tales
2735,6/21/1996,Double Jeopardy!,WORLD GEOGRAPHY,$200 ,Large aboriginal populations live in this country's states of Queensland & New South Wales,Australia
2735,6/21/1996,Double Jeopardy!,MIXED DRINKS,$200 ,The juice of one of these citrus fruits makes a Whiskey Sour sour,a lemon
2735,6/21/1996,Double Jeopardy!,THE 1930s,$200 ,"In 1936, in defiance of the Treaty of Versailles, this country began remilitarizing the Rhineland",Germany
2735,6/21/1996,Double Jeopardy!,POP MUSIC,$200 ,"He recorded ""Gone At Last"" with Phoebe Snow, not Art Garfunkel",Paul Simon
2735,6/21/1996,Double Jeopardy!,MEDICAL MILESTONES,$400 ,In 1867 Thomas Allbutt invented one of these instruments which took 5 minutes to register instead of 20,a thermometer
2735,6/21/1996,Double Jeopardy!,POETS & POETRY,$400 ,"This Longfellow poem was suggested by a smithy under a chestnut tree in Cambridge, Massachusetts","""The Village Blacksmith"""
2735,6/21/1996,Double Jeopardy!,WORLD GEOGRAPHY,$400 ,"Administrative units in this country include Giza, Aswan & Suez",Egypt
2735,6/21/1996,Double Jeopardy!,MIXED DRINKS,$400 ,This pomegranate syrup turns a Pink Lady pink,grenadine
2735,6/21/1996,Double Jeopardy!,THE 1930s,$400 ,This longtime anchor of the CBS Evening News became a UPI correspondent in 1939,Walter Cronkite
2735,6/21/1996,Double Jeopardy!,POP MUSIC,$400 ,"She sang ""Better Be Good To Me"" in 1984, a few years after she broke up with Ike",Tina Turner
2735,6/21/1996,Double Jeopardy!,MEDICAL MILESTONES,$600 ,Dutch physician Willem Kolff developed the 1st of these kidney machines that cleanse the blood,a dialysis machine
2735,6/21/1996,Double Jeopardy!,POETS & POETRY,$600 ,"Oliver Wendell Holmes wrote of this ship, ""Oh better that her shattered hulk should sink beneath the wave""","""Old Ironsides"""
2735,6/21/1996,Double Jeopardy!,WORLD GEOGRAPHY,$600 ,This longest river on the Iberian Peninsula is also known as the Tajo,the Tagus
2735,6/21/1996,Double Jeopardy!,MIXED DRINKS,$600 ,A teaspoon of creme de cassis is added to this to make a Kir,white wine
2735,6/21/1996,Double Jeopardy!,THE 1930s,$600 ,Helen Keller brought the first of these Japanese dogs to the United States in 1937,the akita
2735,6/21/1996,Double Jeopardy!,POP MUSIC,$600 ,"In ""Take Me Home, Country Roads"", John Denver sang, ""Almost heaven,"" this state",West Virginia
2735,6/21/1996,Double Jeopardy!,MEDICAL MILESTONES,$800 ,In 1906 August von Wassermann developed a well-known test for this sexually transmitted disease,syphilis
2735,6/21/1996,Double Jeopardy!,POETS & POETRY,$800 ,"His ""When the Frost is on the Punkin"" was written for a series in the Indianapolis Journal",(James Whitcomb) Riley
2735,6/21/1996,Double Jeopardy!,WORLD GEOGRAPHY,"$1,500 ","Cabinda, an area of this former Portuguese colony, is separated from the rest of it by Zaire",Angola
2735,6/21/1996,Double Jeopardy!,MIXED DRINKS,$800 ,"A basic Gin Rickey is gin, lime & this non-potent potable",soda water
2735,6/21/1996,Double Jeopardy!,THE 1930s,$800 ,He was appointed conductor of the Boston Pops in 1930,Arthur Fiedler
2735,6/21/1996,Double Jeopardy!,POP MUSIC,$800 ,"Alan, Merrill & Wayne, 3 of these Utah brothers, co-wrote their own 1972 hit ""Crazy Horses""",the Osmonds
2735,6/21/1996,Double Jeopardy!,MEDICAL MILESTONES,"$2,000 ",In 1982 William DeVries performed the 1st permanent artificial heart transplant on this man,Barney Clark
2735,6/21/1996,Double Jeopardy!,POETS & POETRY,"$1,000 ","He was descended from an Abyssinian prince, Peter the Great's godson",(Aleksandr) Pushkin
2735,6/21/1996,Double Jeopardy!,WORLD GEOGRAPHY,"$1,000 ",The Indus River provides the western border of this desert also known as the Great Indian Desert,the Thar Desert
2735,6/21/1996,Double Jeopardy!,MIXED DRINKS,"$1,000 ",Using Scotch whisky turns a Manhattan into this drink,a Rob Roy
2735,6/21/1996,Double Jeopardy!,THE 1930s,"$1,000 ","This author of ""Anne of Green Gables"" was awarded the Order of the British Empire in 1935",(Lucy Maud) Montgomery
2735,6/21/1996,Double Jeopardy!,POP MUSIC,"$1,000 ","This singer's 1970 hit ""I'll Never Fall In Love Again"" was from the Broadway musical ""Promises, Promises""",Dionne Warwick
2735,6/21/1996,Final Jeopardy!,AMERICAN HISTORY,None,"On May 29, 1765 Patrick Henry's Stamp Act protest was interrupted with this one word",Treason!
5851,2/8/2010,Jeopardy!,"CANADIAN GEOGRAPHY, EH?",$200 ,A narrow passage separates Canada's Ellesmere Island from this large Danish island,Greenland
5851,2/8/2010,Jeopardy!,ON HIS BASEBALL HALL OF FAME PLAQUE,$200 ,"This Yankee was the ""greatest drawing card in history of baseball""",Babe Ruth
5851,2/8/2010,Jeopardy!,STAMPS,$200 ,"Woo hoo! In 2009 this animated family was chosen to grace stamps, though postage did go up to 44 cents (D'oh!)",the Simpsons
5851,2/8/2010,Jeopardy!,THE KILLERS,$200 ,In Genesis 4 he becomes the first killer; God isn't happy,Cain
5851,2/8/2010,Jeopardy!,SPOTT THA MISPELED WURD,$200 ,Meet me in the library for a liaison at your liesure,leisure
5851,2/8/2010,Jeopardy!,THE BIG 10,$200 ,The first 10 of these are known as the Bill of Rights,the Amendments
5851,2/8/2010,Jeopardy!,"CANADIAN GEOGRAPHY, EH?",$400 ,"Mount Logan, Canada's highest peak, is found in this territory",the Yukon Territory
5851,2/8/2010,Jeopardy!,ON HIS BASEBALL HALL OF FAME PLAQUE,$400 ,"""Detroit - Philadelphia, A.L. - 1905-1926... retired with 4191 major league hits""",(Ty) Cobb
5851,2/8/2010,Jeopardy!,STAMPS,$400 ,This astronomer for whom a space telescope is named is honored in the American Scientists series,(Edwin) Hubble
5851,2/8/2010,Jeopardy!,THE KILLERS,$400 ,"In one of the few documented one-on-one Old West gunfights, this ""Wild"" man killed Davis Tutt in 1865",Wild Bill Hickok
